date,location,indicator,value,description
2020-11-17,East of England,hospital_prev,811,Total beds occupied
2020-11-17,London,hospital_prev,1413,Total beds occupied
2020-11-17,Midlands,hospital_prev,3093,Total beds occupied
2020-11-17,North East and Yorkshire,hospital_prev,3344,Total beds occupied
2020-11-17,North West,hospital_prev,2996,Total beds occupied
2020-11-17,Northern Ireland,hospital_prev,408,Total beds occupied
2020-11-17,Scotland,hospital_prev,1250,Total beds occupied
2020-11-17,South East,hospital_prev,1082,Total beds occupied
2020-11-17,South West,hospital_prev,933,Total beds occupied
2020-11-17,Wales,hospital_prev,1319,Total beds occupied
2020-11-18,East of England,hospital_prev,813,Total beds occupied
2020-11-18,London,hospital_prev,1450,Total beds occupied
2020-11-18,Midlands,hospital_prev,3126,Total beds occupied
2020-11-18,North East and Yorkshire,hospital_prev,3263,Total beds occupied
2020-11-18,North West,hospital_prev,2957,Total beds occupied
2020-11-18,Northern Ireland,hospital_prev,413,Total beds occupied
2020-11-18,Scotland,hospital_prev,1241,Total beds occupied
2020-11-18,South East,hospital_prev,1086,Total beds occupied
2020-11-18,South West,hospital_prev,939,Total beds occupied
2020-11-18,Wales,hospital_prev,1311,Total beds occupied
2020-11-19,East of England,hospital_prev,818,Total beds occupied
2020-11-19,London,hospital_prev,1456,Total beds occupied
2020-11-19,Midlands,hospital_prev,3092,Total beds occupied
2020-11-19,North East and Yorkshire,hospital_prev,3196,Total beds occupied
2020-11-19,North West,hospital_prev,2797,Total beds occupied
2020-11-19,Northern Ireland,hospital_prev,406,Total beds occupied
2020-11-19,Scotland,hospital_prev,1212,Total beds occupied
2020-11-19,South East,hospital_prev,1107,Total beds occupied
2020-11-19,South West,hospital_prev,940,Total beds occupied
2020-11-19,Wales,hospital_prev,1340,Total beds occupied
2020-11-20,East of England,hospital_prev,829,Total beds occupied
2020-11-20,London,hospital_prev,1470,Total beds occupied
2020-11-20,Midlands,hospital_prev,3048,Total beds occupied
2020-11-20,North East and Yorkshire,hospital_prev,3172,Total beds occupied
2020-11-20,North West,hospital_prev,2709,Total beds occupied
2020-11-20,Northern Ireland,hospital_prev,395,Total beds occupied
2020-11-20,Scotland,hospital_prev,1234,Total beds occupied
2020-11-20,South East,hospital_prev,1127,Total beds occupied
2020-11-20,South West,hospital_prev,897,Total beds occupied
2020-11-20,Wales,hospital_prev,1307,Total beds occupied
2020-11-21,East of England,hospital_prev,826,Total beds occupied
2020-11-21,London,hospital_prev,1485,Total beds occupied
2020-11-21,Midlands,hospital_prev,3122,Total beds occupied
2020-11-21,North East and Yorkshire,hospital_prev,3245,Total beds occupied
2020-11-21,North West,hospital_prev,2728,Total beds occupied
2020-11-21,Northern Ireland,hospital_prev,394,Total beds occupied
2020-11-21,Scotland,hospital_prev,1194,Total beds occupied
2020-11-21,South East,hospital_prev,1162,Total beds occupied
2020-11-21,South West,hospital_prev,914,Total beds occupied
2020-11-21,Wales,hospital_prev,1333,Total beds occupied
2020-11-22,East of England,hospital_prev,883,Total beds occupied
2020-11-22,London,hospital_prev,1550,Total beds occupied
2020-11-22,Midlands,hospital_prev,3154,Total beds occupied
2020-11-22,North East and Yorkshire,hospital_prev,3302,Total beds occupied
2020-11-22,North West,hospital_prev,2747,Total beds occupied
2020-11-22,Northern Ireland,hospital_prev,395,Total beds occupied
2020-11-22,Scotland,hospital_prev,1170,Total beds occupied
2020-11-22,South East,hospital_prev,1217,Total beds occupied
2020-11-22,South West,hospital_prev,955,Total beds occupied
2020-11-22,Wales,hospital_prev,1309,Total beds occupied
2020-11-23,East of England,hospital_prev,904,Total beds occupied
2020-11-23,London,hospital_prev,1504,Total beds occupied
2020-11-23,Midlands,hospital_prev,3146,Total beds occupied
2020-11-23,North East and Yorkshire,hospital_prev,3118,Total beds occupied
2020-11-23,North West,hospital_prev,2755,Total beds occupied
2020-11-23,Northern Ireland,hospital_prev,372,Total beds occupied
2020-11-23,Scotland,hospital_prev,1208,Total beds occupied
2020-11-23,South East,hospital_prev,1229,Total beds occupied
2020-11-23,South West,hospital_prev,961,Total beds occupied
2020-11-23,Wales,hospital_prev,1356,Total beds occupied
2020-11-24,East of England,hospital_prev,890,Total beds occupied
2020-11-24,London,hospital_prev,1495,Total beds occupied
2020-11-24,Midlands,hospital_prev,3126,Total beds occupied
2020-11-24,North East and Yorkshire,hospital_prev,3006,Total beds occupied
2020-11-24,North West,hospital_prev,2640,Total beds occupied
2020-11-24,Northern Ireland,hospital_prev,365,Total beds occupied
2020-11-24,Scotland,hospital_prev,1197,Total beds occupied
2020-11-24,South East,hospital_prev,1272,Total beds occupied
2020-11-24,South West,hospital_prev,939,Total beds occupied
2020-11-24,Wales,hospital_prev,1333,Total beds occupied
2020-11-25,East of England,hospital_prev,901,Total beds occupied
2020-11-25,London,hospital_prev,1520,Total beds occupied
2020-11-25,Midlands,hospital_prev,3000,Total beds occupied
2020-11-25,North East and Yorkshire,hospital_prev,2925,Total beds occupied
2020-11-25,North West,hospital_prev,2542,Total beds occupied
2020-11-25,Northern Ireland,hospital_prev,366,Total beds occupied
2020-11-25,Scotland,hospital_prev,1156,Total beds occupied
2020-11-25,South East,hospital_prev,1243,Total beds occupied
2020-11-25,South West,hospital_prev,931,Total beds occupied
2020-11-25,Wales,hospital_prev,1355,Total beds occupied
2020-11-26,East of England,hospital_prev,897,Total beds occupied
2020-11-26,London,hospital_prev,1535,Total beds occupied
2020-11-26,Midlands,hospital_prev,2959,Total beds occupied
2020-11-26,North East and Yorkshire,hospital_prev,2831,Total beds occupied
2020-11-26,North West,hospital_prev,2494,Total beds occupied
2020-11-26,Northern Ireland,hospital_prev,351,Total beds occupied
2020-11-26,Scotland,hospital_prev,1125,Total beds occupied
2020-11-26,South East,hospital_prev,1268,Total beds occupied
2020-11-26,South West,hospital_prev,907,Total beds occupied
2020-11-26,Wales,hospital_prev,1381,Total beds occupied
2020-11-27,East of England,hospital_prev,886,Total beds occupied
2020-11-27,London,hospital_prev,1500,Total beds occupied
2020-11-27,Midlands,hospital_prev,2834,Total beds occupied
2020-11-27,North East and Yorkshire,hospital_prev,2757,Total beds occupied
2020-11-27,North West,hospital_prev,2302,Total beds occupied
2020-11-27,Northern Ireland,hospital_prev,331,Total beds occupied
2020-11-27,Scotland,hospital_prev,1099,Total beds occupied
2020-11-27,South East,hospital_prev,1254,Total beds occupied
2020-11-27,South West,hospital_prev,813,Total beds occupied
2020-11-27,Wales,hospital_prev,1388,Total beds occupied
2020-11-28,East of England,hospital_prev,871,Total beds occupied
2020-11-28,London,hospital_prev,1527,Total beds occupied
2020-11-28,Midlands,hospital_prev,2865,Total beds occupied
2020-11-28,North East and Yorkshire,hospital_prev,2762,Total beds occupied
2020-11-28,North West,hospital_prev,2457,Total beds occupied
2020-11-28,Northern Ireland,hospital_prev,337,Total beds occupied
2020-11-28,Scotland,hospital_prev,1074,Total beds occupied
2020-11-28,South East,hospital_prev,1263,Total beds occupied
2020-11-28,South West,hospital_prev,902,Total beds occupied
2020-11-28,Wales,hospital_prev,1374,Total beds occupied
2020-11-29,East of England,hospital_prev,914,Total beds occupied
2020-11-29,London,hospital_prev,1545,Total beds occupied
2020-11-29,Midlands,hospital_prev,2875,Total beds occupied
2020-11-29,North East and Yorkshire,hospital_prev,2778,Total beds occupied
2020-11-29,North West,hospital_prev,2514,Total beds occupied
2020-11-29,Northern Ireland,hospital_prev,350,Total beds occupied
2020-11-29,Scotland,hospital_prev,1049,Total beds occupied
2020-11-29,South East,hospital_prev,1330,Total beds occupied
2020-11-29,South West,hospital_prev,934,Total beds occupied
2020-11-29,Wales,hospital_prev,1391,Total beds occupied
2020-11-30,East of England,hospital_prev,921,Total beds occupied
2020-11-30,London,hospital_prev,1571,Total beds occupied
2020-11-30,Midlands,hospital_prev,2847,Total beds occupied
2020-11-30,North East and Yorkshire,hospital_prev,2709,Total beds occupied
2020-11-30,North West,hospital_prev,2464,Total beds occupied
2020-11-30,Northern Ireland,hospital_prev,345,Total beds occupied
2020-11-30,Scotland,hospital_prev,1041,Total beds occupied
2020-11-30,South East,hospital_prev,1271,Total beds occupied
2020-11-30,South West,hospital_prev,895,Total beds occupied
2020-11-30,Wales,hospital_prev,1415,Total beds occupied
2020-12-01,East of England,hospital_prev,936,Total beds occupied
2020-12-01,London,hospital_prev,1514,Total beds occupied
2020-12-01,Midlands,hospital_prev,2816,Total beds occupied
2020-12-01,North East and Yorkshire,hospital_prev,2618,Total beds occupied
2020-12-01,North West,hospital_prev,2321,Total beds occupied
2020-12-01,Northern Ireland,hospital_prev,344,Total beds occupied
2020-12-01,Scotland,hospital_prev,1021,Total beds occupied
2020-12-01,South East,hospital_prev,1338,Total beds occupied
2020-12-01,South West,hospital_prev,857,Total beds occupied
2020-12-01,Wales,hospital_prev,1432,Total beds occupied
2020-12-02,East of England,hospital_prev,950,Total beds occupied
2020-12-02,London,hospital_prev,1542,Total beds occupied
2020-12-02,Midlands,hospital_prev,2602,Total beds occupied
2020-12-02,North East and Yorkshire,hospital_prev,2441,Total beds occupied
2020-12-02,North West,hospital_prev,2374,Total beds occupied
2020-12-02,Northern Ireland,hospital_prev,326,Total beds occupied
2020-12-02,Scotland,hospital_prev,991,Total beds occupied
2020-12-02,South East,hospital_prev,1303,Total beds occupied
2020-12-02,South West,hospital_prev,841,Total beds occupied
2020-12-02,Wales,hospital_prev,1449,Total beds occupied
2020-12-03,East of England,hospital_prev,969,Total beds occupied
2020-12-03,London,hospital_prev,1514,Total beds occupied
2020-12-03,Midlands,hospital_prev,2725,Total beds occupied
2020-12-03,North East and Yorkshire,hospital_prev,2493,Total beds occupied
2020-12-03,North West,hospital_prev,2314,Total beds occupied
2020-12-03,Northern Ireland,hospital_prev,323,Total beds occupied
2020-12-03,Scotland,hospital_prev,982,Total beds occupied
2020-12-03,South East,hospital_prev,1283,Total beds occupied
2020-12-03,South West,hospital_prev,839,Total beds occupied
2020-12-03,Wales,hospital_prev,1458,Total beds occupied
2020-12-04,East of England,hospital_prev,953,Total beds occupied
2020-12-04,London,hospital_prev,1562,Total beds occupied
2020-12-04,Midlands,hospital_prev,2755,Total beds occupied
2020-12-04,North East and Yorkshire,hospital_prev,2420,Total beds occupied
2020-12-04,North West,hospital_prev,2250,Total beds occupied
2020-12-04,Northern Ireland,hospital_prev,322,Total beds occupied
2020-12-04,Scotland,hospital_prev,965,Total beds occupied
2020-12-04,South East,hospital_prev,1343,Total beds occupied
2020-12-04,South West,hospital_prev,817,Total beds occupied
2020-12-04,Wales,hospital_prev,1442,Total beds occupied
2020-12-05,East of England,hospital_prev,1003,Total beds occupied
2020-12-05,London,hospital_prev,1618,Total beds occupied
2020-12-05,Midlands,hospital_prev,2807,Total beds occupied
2020-12-05,North East and Yorkshire,hospital_prev,2468,Total beds occupied
2020-12-05,North West,hospital_prev,2196,Total beds occupied
2020-12-05,Northern Ireland,hospital_prev,334,Total beds occupied
2020-12-05,Scotland,hospital_prev,945,Total beds occupied
2020-12-05,South East,hospital_prev,1388,Total beds occupied
2020-12-05,South West,hospital_prev,822,Total beds occupied
2020-12-05,Wales,hospital_prev,1445,Total beds occupied
2020-12-06,East of England,hospital_prev,1042,Total beds occupied
2020-12-06,London,hospital_prev,1659,Total beds occupied
2020-12-06,Midlands,hospital_prev,2862,Total beds occupied
2020-12-06,North East and Yorkshire,hospital_prev,2524,Total beds occupied
2020-12-06,North West,hospital_prev,2347,Total beds occupied
2020-12-06,Northern Ireland,hospital_prev,343,Total beds occupied
2020-12-06,Scotland,hospital_prev,951,Total beds occupied
2020-12-06,South East,hospital_prev,1447,Total beds occupied
2020-12-06,South West,hospital_prev,852,Total beds occupied
2020-12-06,Wales,hospital_prev,1491,Total beds occupied
2020-12-07,East of England,hospital_prev,1046,Total beds occupied
2020-12-07,London,hospital_prev,1695,Total beds occupied
2020-12-07,Midlands,hospital_prev,2827,Total beds occupied
2020-12-07,North East and Yorkshire,hospital_prev,2472,Total beds occupied
2020-12-07,North West,hospital_prev,2296,Total beds occupied
2020-12-07,Northern Ireland,hospital_prev,351,Total beds occupied
2020-12-07,Scotland,hospital_prev,974,Total beds occupied
2020-12-07,South East,hospital_prev,1509,Total beds occupied
2020-12-07,South West,hospital_prev,846,Total beds occupied
2020-12-07,Wales,hospital_prev,1496,Total beds occupied
2020-12-08,East of England,hospital_prev,1076,Total beds occupied
2020-12-08,London,hospital_prev,1614,Total beds occupied
2020-12-08,Midlands,hospital_prev,2804,Total beds occupied
2020-12-08,North East and Yorkshire,hospital_prev,2436,Total beds occupied
2020-12-08,North West,hospital_prev,2175,Total beds occupied
2020-12-08,Northern Ireland,hospital_prev,368,Total beds occupied
2020-12-08,Scotland,hospital_prev,983,Total beds occupied
2020-12-08,South East,hospital_prev,1547,Total beds occupied
2020-12-08,South West,hospital_prev,857,Total beds occupied
2020-12-08,Wales,hospital_prev,1517,Total beds occupied
2020-12-09,East of England,hospital_prev,1179,Total beds occupied
2020-12-09,London,hospital_prev,1753,Total beds occupied
2020-12-09,Midlands,hospital_prev,2843,Total beds occupied
2020-12-09,North East and Yorkshire,hospital_prev,2356,Total beds occupied
2020-12-09,North West,hospital_prev,2245,Total beds occupied
2020-12-09,Northern Ireland,hospital_prev,346,Total beds occupied
2020-12-09,Scotland,hospital_prev,972,Total beds occupied
2020-12-09,South East,hospital_prev,1604,Total beds occupied
2020-12-09,South West,hospital_prev,838,Total beds occupied
2020-12-09,Wales,hospital_prev,1569,Total beds occupied
2020-12-10,East of England,hospital_prev,1207,Total beds occupied
2020-12-10,London,hospital_prev,1826,Total beds occupied
2020-12-10,Midlands,hospital_prev,2816,Total beds occupied
2020-12-10,North East and Yorkshire,hospital_prev,2298,Total beds occupied
2020-12-10,North West,hospital_prev,2225,Total beds occupied
2020-12-10,Northern Ireland,hospital_prev,351,Total beds occupied
2020-12-10,Scotland,hospital_prev,984,Total beds occupied
2020-12-10,South East,hospital_prev,1670,Total beds occupied
2020-12-10,South West,hospital_prev,851,Total beds occupied
2020-12-10,Wales,hospital_prev,1619,Total beds occupied
2020-12-11,East of England,hospital_prev,1204,Total beds occupied
2020-12-11,London,hospital_prev,1867,Total beds occupied
2020-12-11,Midlands,hospital_prev,2773,Total beds occupied
2020-12-11,North East and Yorkshire,hospital_prev,2238,Total beds occupied
2020-12-11,North West,hospital_prev,2203,Total beds occupied
2020-12-11,Northern Ireland,hospital_prev,334,Total beds occupied
2020-12-11,Scotland,hospital_prev,999,Total beds occupied
2020-12-11,South East,hospital_prev,1750,Total beds occupied
2020-12-11,South West,hospital_prev,778,Total beds occupied
2020-12-11,Wales,hospital_prev,1681,Total beds occupied
2020-12-12,East of England,hospital_prev,1291,Total beds occupied
2020-12-12,London,hospital_prev,1972,Total beds occupied
2020-12-12,Midlands,hospital_prev,2959,Total beds occupied
2020-12-12,North East and Yorkshire,hospital_prev,2285,Total beds occupied
2020-12-12,North West,hospital_prev,2213,Total beds occupied
2020-12-12,Northern Ireland,hospital_prev,348,Total beds occupied
2020-12-12,Scotland,hospital_prev,994,Total beds occupied
2020-12-12,South East,hospital_prev,1795,Total beds occupied
2020-12-12,South West,hospital_prev,876,Total beds occupied
2020-12-12,Wales,hospital_prev,1657,Total beds occupied
2020-12-13,East of England,hospital_prev,1393,Total beds occupied
2020-12-13,London,hospital_prev,2077,Total beds occupied
2020-12-13,Midlands,hospital_prev,2982,Total beds occupied
2020-12-13,North East and Yorkshire,hospital_prev,2392,Total beds occupied
2020-12-13,North West,hospital_prev,2275,Total beds occupied
2020-12-13,Northern Ireland,hospital_prev,364,Total beds occupied
2020-12-13,Scotland,hospital_prev,1015,Total beds occupied
2020-12-13,South East,hospital_prev,1925,Total beds occupied
2020-12-13,South West,hospital_prev,922,Total beds occupied
2020-12-13,Wales,hospital_prev,1713,Total beds occupied
2020-12-14,East of England,hospital_prev,1354,Total beds occupied
2020-12-14,London,hospital_prev,2247,Total beds occupied
2020-12-14,Midlands,hospital_prev,2841,Total beds occupied
2020-12-14,North East and Yorkshire,hospital_prev,2394,Total beds occupied
2020-12-14,North West,hospital_prev,2272,Total beds occupied
2020-12-14,Northern Ireland,hospital_prev,374,Total beds occupied
2020-12-14,Scotland,hospital_prev,1012,Total beds occupied
2020-12-14,South East,hospital_prev,1963,Total beds occupied
2020-12-14,South West,hospital_prev,928,Total beds occupied
2020-12-14,Wales,hospital_prev,1821,Total beds occupied
2020-12-15,East of England,hospital_prev,1573,Total beds occupied
2020-12-15,London,hospital_prev,2293,Total beds occupied
2020-12-15,Midlands,hospital_prev,2893,Total beds occupied
2020-12-15,North East and Yorkshire,hospital_prev,2425,Total beds occupied
2020-12-15,North West,hospital_prev,2223,Total beds occupied
2020-12-15,Northern Ireland,hospital_prev,370,Total beds occupied
2020-12-15,Scotland,hospital_prev,996,Total beds occupied
2020-12-15,South East,hospital_prev,2011,Total beds occupied
2020-12-15,South West,hospital_prev,937,Total beds occupied
2020-12-15,Wales,hospital_prev,1832,Total beds occupied
2020-12-16,East of England,hospital_prev,1597,Total beds occupied
2020-12-16,London,hospital_prev,2410,Total beds occupied
2020-12-16,Midlands,hospital_prev,3010,Total beds occupied
2020-12-16,North East and Yorkshire,hospital_prev,2418,Total beds occupied
2020-12-16,North West,hospital_prev,2210,Total beds occupied
2020-12-16,Northern Ireland,hospital_prev,367,Total beds occupied
2020-12-16,Scotland,hospital_prev,1031,Total beds occupied
2020-12-16,South East,hospital_prev,2083,Total beds occupied
2020-12-16,South West,hospital_prev,941,Total beds occupied
2020-12-16,Wales,hospital_prev,1815,Total beds occupied
2020-12-17,East of England,hospital_prev,1625,Total beds occupied
2020-12-17,London,hospital_prev,2443,Total beds occupied
2020-12-17,Midlands,hospital_prev,3008,Total beds occupied
2020-12-17,North East and Yorkshire,hospital_prev,2317,Total beds occupied
2020-12-17,North West,hospital_prev,2200,Total beds occupied
2020-12-17,Northern Ireland,hospital_prev,353,Total beds occupied
2020-12-17,Scotland,hospital_prev,1012,Total beds occupied
2020-12-17,South East,hospital_prev,2175,Total beds occupied
2020-12-17,South West,hospital_prev,927,Total beds occupied
2020-12-17,Wales,hospital_prev,1889,Total beds occupied
2020-12-18,East of England,hospital_prev,1746,Total beds occupied
2020-12-18,London,hospital_prev,2599,Total beds occupied
2020-12-18,Midlands,hospital_prev,3009,Total beds occupied
2020-12-18,North East and Yorkshire,hospital_prev,2332,Total beds occupied
2020-12-18,North West,hospital_prev,2199,Total beds occupied
2020-12-18,Northern Ireland,hospital_prev,343,Total beds occupied
2020-12-18,Scotland,hospital_prev,1032,Total beds occupied
2020-12-18,South East,hospital_prev,2108,Total beds occupied
2020-12-18,South West,hospital_prev,945,Total beds occupied
2020-12-18,Wales,hospital_prev,1911,Total beds occupied
2020-12-19,East of England,hospital_prev,1825,Total beds occupied
2020-12-19,London,hospital_prev,2739,Total beds occupied
2020-12-19,Midlands,hospital_prev,2929,Total beds occupied
2020-12-19,North East and Yorkshire,hospital_prev,2379,Total beds occupied
2020-12-19,North West,hospital_prev,2263,Total beds occupied
2020-12-19,Northern Ireland,hospital_prev,350,Total beds occupied
2020-12-19,Scotland,hospital_prev,1033,Total beds occupied
2020-12-19,South East,hospital_prev,2343,Total beds occupied
2020-12-19,South West,hospital_prev,966,Total beds occupied
2020-12-19,Wales,hospital_prev,1938,Total beds occupied
2020-12-20,East of England,hospital_prev,1949,Total beds occupied
2020-12-20,London,hospital_prev,3042,Total beds occupied
2020-12-20,Midlands,hospital_prev,3116,Total beds occupied
2020-12-20,North East and Yorkshire,hospital_prev,2442,Total beds occupied
2020-12-20,North West,hospital_prev,2351,Total beds occupied
2020-12-20,Northern Ireland,hospital_prev,365,Total beds occupied
2020-12-20,Scotland,hospital_prev,1061,Total beds occupied
2020-12-20,South East,hospital_prev,2507,Total beds occupied
2020-12-20,South West,hospital_prev,1003,Total beds occupied
2020-12-20,Wales,hospital_prev,1984,Total beds occupied
2020-12-21,East of England,hospital_prev,1998,Total beds occupied
2020-12-21,London,hospital_prev,3219,Total beds occupied
2020-12-21,Midlands,hospital_prev,3166,Total beds occupied
2020-12-21,North East and Yorkshire,hospital_prev,2415,Total beds occupied
2020-12-21,North West,hospital_prev,2359,Total beds occupied
2020-12-21,Northern Ireland,hospital_prev,369,Total beds occupied
2020-12-21,Scotland,hospital_prev,1078,Total beds occupied
2020-12-21,South East,hospital_prev,2597,Total beds occupied
2020-12-21,South West,hospital_prev,992,Total beds occupied
2020-12-21,Wales,hospital_prev,2015,Total beds occupied
2020-12-22,East of England,hospital_prev,1874,Total beds occupied
2020-12-22,London,hospital_prev,3214,Total beds occupied
2020-12-22,Midlands,hospital_prev,3142,Total beds occupied
2020-12-22,North East and Yorkshire,hospital_prev,2379,Total beds occupied
2020-12-22,North West,hospital_prev,2285,Total beds occupied
2020-12-22,Northern Ireland,hospital_prev,363,Total beds occupied
2020-12-22,Scotland,hospital_prev,1045,Total beds occupied
2020-12-22,South East,hospital_prev,2679,Total beds occupied
2020-12-22,South West,hospital_prev,999,Total beds occupied
2020-12-22,Wales,hospital_prev,2049,Total beds occupied
2020-12-23,East of England,hospital_prev,2004,Total beds occupied
2020-12-23,London,hospital_prev,3560,Total beds occupied
2020-12-23,Midlands,hospital_prev,3106,Total beds occupied
2020-12-23,North East and Yorkshire,hospital_prev,2277,Total beds occupied
2020-12-23,North West,hospital_prev,2204,Total beds occupied
2020-12-23,Northern Ireland,hospital_prev,350,Total beds occupied
2020-12-23,Scotland,hospital_prev,1025,Total beds occupied
2020-12-23,South East,hospital_prev,2754,Total beds occupied
2020-12-23,South West,hospital_prev,998,Total beds occupied
2020-12-23,Wales,hospital_prev,2035,Total beds occupied
2020-12-24,East of England,hospital_prev,1985,Total beds occupied
2020-12-24,London,hospital_prev,3607,Total beds occupied
2020-12-24,Midlands,hospital_prev,2971,Total beds occupied
2020-12-24,North East and Yorkshire,hospital_prev,2155,Total beds occupied
2020-12-24,North West,hospital_prev,2066,Total beds occupied
2020-12-24,Northern Ireland,hospital_prev,342,Total beds occupied
2020-12-24,Scotland,hospital_prev,1008,Total beds occupied
2020-12-24,South East,hospital_prev,2653,Total beds occupied
2020-12-24,South West,hospital_prev,934,Total beds occupied
2020-12-24,Wales,hospital_prev,2039,Total beds occupied
2020-12-25,East of England,hospital_prev,2086,Total beds occupied
2020-12-25,London,hospital_prev,3852,Total beds occupied
2020-12-25,Midlands,hospital_prev,2978,Total beds occupied
2020-12-25,North East and Yorkshire,hospital_prev,2179,Total beds occupied
2020-12-25,North West,hospital_prev,2104,Total beds occupied
2020-12-25,Northern Ireland,hospital_prev,357,Total beds occupied
2020-12-25,Scotland,hospital_prev,973,Total beds occupied
2020-12-25,South East,hospital_prev,2852,Total beds occupied
2020-12-25,South West,hospital_prev,945,Total beds occupied
2020-12-25,Wales,hospital_prev,1913,Total beds occupied
2020-12-26,East of England,hospital_prev,2200,Total beds occupied
2020-12-26,London,hospital_prev,4163,Total beds occupied
2020-12-26,Midlands,hospital_prev,3075,Total beds occupied
2020-12-26,North East and Yorkshire,hospital_prev,2256,Total beds occupied
2020-12-26,North West,hospital_prev,2187,Total beds occupied
2020-12-26,Northern Ireland,hospital_prev,375,Total beds occupied
2020-12-26,Scotland,hospital_prev,985,Total beds occupied
2020-12-26,South East,hospital_prev,3091,Total beds occupied
2020-12-26,South West,hospital_prev,959,Total beds occupied
2020-12-26,Wales,hospital_prev,2028,Total beds occupied
2020-12-27,East of England,hospital_prev,2344,Total beds occupied
2020-12-27,London,hospital_prev,4523,Total beds occupied
2020-12-27,Midlands,hospital_prev,3263,Total beds occupied
2020-12-27,North East and Yorkshire,hospital_prev,2361,Total beds occupied
2020-12-27,North West,hospital_prev,2310,Total beds occupied
2020-12-27,Northern Ireland,hospital_prev,392,Total beds occupied
2020-12-27,Scotland,hospital_prev,993,Total beds occupied
2020-12-27,South East,hospital_prev,3255,Total beds occupied
2020-12-27,South West,hospital_prev,995,Total beds occupied
2020-12-27,Wales,hospital_prev,2088,Total beds occupied
2020-12-28,East of England,hospital_prev,2745,Total beds occupied
2020-12-28,London,hospital_prev,4932,Total beds occupied
2020-12-28,Midlands,hospital_prev,3446,Total beds occupied
2020-12-28,North East and Yorkshire,hospital_prev,2445,Total beds occupied
2020-12-28,North West,hospital_prev,2306,Total beds occupied
2020-12-28,Northern Ireland,hospital_prev,424,Total beds occupied
2020-12-28,Scotland,hospital_prev,1040,Total beds occupied
2020-12-28,South East,hospital_prev,3497,Total beds occupied
2020-12-28,South West,hospital_prev,1027,Total beds occupied
2020-12-28,Wales,hospital_prev,2144,Total beds occupied
2020-12-29,East of England,hospital_prev,2907,Total beds occupied
2020-12-29,London,hospital_prev,5161,Total beds occupied
2020-12-29,Midlands,hospital_prev,3626,Total beds occupied
2020-12-29,North East and Yorkshire,hospital_prev,2491,Total beds occupied
2020-12-29,North West,hospital_prev,2469,Total beds occupied
2020-12-29,Northern Ireland,hospital_prev,451,Total beds occupied
2020-12-29,Scotland,hospital_prev,1092,Total beds occupied
2020-12-29,South East,hospital_prev,3634,Total beds occupied
2020-12-29,South West,hospital_prev,1079,Total beds occupied
2020-12-29,Wales,hospital_prev,2216,Total beds occupied
2020-12-30,East of England,hospital_prev,2589,Total beds occupied
2020-12-30,London,hospital_prev,5249,Total beds occupied
2020-12-30,Midlands,hospital_prev,3700,Total beds occupied
2020-12-30,North East and Yorkshire,hospital_prev,2483,Total beds occupied
2020-12-30,North West,hospital_prev,2510,Total beds occupied
2020-12-30,Northern Ireland,hospital_prev,456,Total beds occupied
2020-12-30,Scotland,hospital_prev,1133,Total beds occupied
2020-12-30,South East,hospital_prev,3709,Total beds occupied
2020-12-30,South West,hospital_prev,1076,Total beds occupied
2020-12-30,Wales,hospital_prev,2234,Total beds occupied
2020-12-31,East of England,hospital_prev,2706,Total beds occupied
2020-12-31,London,hospital_prev,5156,Total beds occupied
2020-12-31,Midlands,hospital_prev,3553,Total beds occupied
2020-12-31,North East and Yorkshire,hospital_prev,2460,Total beds occupied
2020-12-31,North West,hospital_prev,2496,Total beds occupied
2020-12-31,Northern Ireland,hospital_prev,427,Total beds occupied
2020-12-31,Scotland,hospital_prev,1174,Total beds occupied
2020-12-31,South East,hospital_prev,3715,Total beds occupied
2020-12-31,South West,hospital_prev,1099,Total beds occupied
2020-12-31,Wales,hospital_prev,2212,Total beds occupied
2021-01-01,East of England,hospital_prev,3025,Total beds occupied
2021-01-01,London,hospital_prev,5389,Total beds occupied
2021-01-01,Midlands,hospital_prev,3689,Total beds occupied
2021-01-01,North East and Yorkshire,hospital_prev,2549,Total beds occupied
2021-01-01,North West,hospital_prev,2364,Total beds occupied
2021-01-01,Northern Ireland,hospital_prev,442,Total beds occupied
2021-01-01,Scotland,hospital_prev,1189,Total beds occupied
2021-01-01,South East,hospital_prev,3900,Total beds occupied
2021-01-01,South West,hospital_prev,1128,Total beds occupied
2021-01-01,Wales,hospital_prev,2216,Total beds occupied
2021-01-02,East of England,hospital_prev,3177,Total beds occupied
2021-01-02,London,hospital_prev,5863,Total beds occupied
2021-01-02,Midlands,hospital_prev,3795,Total beds occupied
2021-01-02,North East and Yorkshire,hospital_prev,2637,Total beds occupied
2021-01-02,North West,hospital_prev,2556,Total beds occupied
2021-01-02,Northern Ireland,hospital_prev,455,Total beds occupied
2021-01-02,Scotland,hospital_prev,1212,Total beds occupied
2021-01-02,South East,hospital_prev,4145,Total beds occupied
2021-01-02,South West,hospital_prev,1208,Total beds occupied
2021-01-02,Wales,hospital_prev,2311,Total beds occupied
2021-01-03,East of England,hospital_prev,3392,Total beds occupied
2021-01-03,London,hospital_prev,6204,Total beds occupied
2021-01-03,Midlands,hospital_prev,4228,Total beds occupied
2021-01-03,North East and Yorkshire,hospital_prev,2746,Total beds occupied
2021-01-03,North West,hospital_prev,2753,Total beds occupied
